DrawingName,Number,BaseNumber,Number_right,SerialNumber,EngineNumber,SalesModel,Unnamed: 0,model,part,title,description,description_right,item_number,image_url,url,description_cleaned,title_cleaned,description_cleaned_cleaned,title_cleaned_cleaned,cat_title_cleaned_cleaned_y,combined_name
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2108293,SH320/40598U2620812,3CX 17H4CE,2161,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
332-F5436-1,332/F5436 1,332/F5436,B120-1-1,2346628,SH320/40533U3495513,540-170,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2015430,SD320/40347U2884711,3CX14-4-T,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
459-M5104-4,459/M6678 3,459/M6678,F650-3-3,2015430,SD320/40347U2884711,3CX14-4-T,2840,"526-56, Sideshift. Easycontrol. AWS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. AWS, SS500, SS600, Centremount. Easycontrol. AWS, TM320S, TM320WM, 550-140, 560-80, 4CXM, SS620, 550-80, 550-170, 531-70WM, .531-70, 531-70, Centremount. Easycontrol. 2WS, HS750, Centremount. Direct Control. AWS, 535-95, 540-170, TM320, SS750, 535-140, TG300, 540-140, 536-70AG+, 536-60DS, Sideshift. Direct Control. 2WS, 535P125, PS750, 4CX14CM BR, 541-70WM, SS700, 533-105, TM320 T4F, 4CXM-WW, PS720, 540-200, 541-70, PS760, .541-70, PS740, Centremount. Direct Control. 2WS",459/M6678 3,Распределитель АКПП,Valve block assembly,"Блок 459/M6678 от производителя JCB. Подходит для моделей JCB 4CX, JCB 531-70.",A,https://jcbdetal.ru/images/thumbnails/960/786/detailed/5/товар_1rtp-ot.jpg,https://jcbdetal.ru/transmissiya/raspredelitel-akpp/,Valve block assembly,Распределитель АКПП,Valve block assembly,Распределитель АКПП,Распределитель АКПП,Распределитель АКПП Valve block assembly
559-60215-6,559/60215 6,559/60215,E445-1-4,2015430,SD320/40347U2884711,3CX14-4-T,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
128-F9250-2,128/H9642 1,128/H9642,B170-23-1,2015430,SD320/40347U2884711,3CX14-4-T,1276,"Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 3CXD14M3NM, 3CXD14L4CM, Centremount. Direct Control. AWS, E3CX T2, 3CXD14M2NM, 3CXG14L4CM, 3CXD14L2CM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, 3CXB14M2CM, Sideshift. Easycontrol. 2WS",128/H9642 1,Решетка радиатора JCB 3cx,Grille Assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille Assembly,Решетка радиатора,Grille Assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille Assembly
128-C2447-1,128/C2447 1,128/C2447,E130-133-1,2015430,SD320/40347U2884711,3CX14-4-T,1251,"Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 4CX14CM BR, Sideshift. Direct Control. 2WS",128/C2447 1,Патрубок гидробака JCB 3cx 4cx основной,"Hose assembly suction, pump 1 & 2",128/c2447 патрубок от гидравлического бака к основному гидравлическому насосу jcb 3cx - 4cx.Патрубок гидробака JCB 3cx 4cx основной.,A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-C2447_.jpg,https://jcbdetal.ru/gidravlika/patrubok-gidrobaka-jcb-3cx-4cx-osnovnoy/,"Hose assembly suction, pump 1 & 2",Патрубок гидробака основной,"Hose assembly suction, pump 1 & 2",Патрубок гидробака основной,Патрубок гидробака,"Патрубок гидробака основной Hose assembly suction, pump 1 & 2"
557-60092-2,557/60092 2,557/60092,E410-1-2,2272464,SJ320/41295U0420715,4CX 14HFCE,4354,"214S-PC, .SD40, SD80, Sideshift. Easycontrol. 2WS, .S80, .PD80, 217-PC, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. AWS, SD70 MAXTRAC, SD40, SD70-LSD, .SD55, S40, .PD40, .S40, 215-PC, PD70-MAXTRAC, 215S-PC, .PD90, .SD80, 214-PC, PD40, Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, .CD90, PD70-LSD, PD80, SD70 LSD, 4CX14CM BR, Centremount. Easycontrol. 2WS, PD90, .S55, MISCELLANEOUS, S80, 217S-PC, SD70-MAXTRAC, CD90, S55, Centremount. Direct Control. 2WS, .PD55, PD70 MAXTRAC, OPTIONS, SD55, Centremount. Direct Control. AWS, .OPTIONS, PD70 LSD",333/C0338 1,Гидроцилиндр поворота колес JCB,Ram power trackrod,"Гидроцилиндр поворота колес от производителя JCB артикул 557/60092. Подходит для моделей JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/1280/1048/detailed/5/carton-g29bf69282_1280-min__1__itpr-g2.png,https://jcbdetal.ru/gidravlika/gidrotsilindry/gidrocilindr-povorota-koles-jcb/,Ram power trackrod,Гидроцилиндр поворота колес,Ram power trackrod,Гидроцилиндр поворота колес,Гидроцилиндр поворота колес,Гидроцилиндр поворота колес Ram power trackrod
557-60092-2,557/60092 2,557/60092,E410-1-2,2272464,SJ320/41295U0420715,4CX 14HFCE,4358,"214S-PC, .SD40, SD80, Sideshift. Easycontrol. 2WS, .S80, .PD80, 217-PC, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. AWS, SD70 MAXTRAC, SD40, SD70-LSD, .SD55, S40, .PD40, .S40, 215-PC, PD70-MAXTRAC, 215S-PC, .PD90, .SD80, 214-PC, PD40, Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, .CD90, PD70-LSD, PD80, SD70 LSD, 4CX14CM BR, Centremount. Easycontrol. 2WS, PD90, .S55, MISCELLANEOUS, S80, 217S-PC, SD70-MAXTRAC, CD90, S55, Centremount. Direct Control. 2WS, .PD55, PD70 MAXTRAC, OPTIONS, SD55, Centremount. Direct Control. AWS, .OPTIONS, PD70 LSD",557/60092 2,Гидроцилиндр поворота колес JCB,Ram power trackrod,"Гидроцилиндр поворота колес от производителя JCB артикул 557/60092. Подходит для моделей JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/1280/1048/detailed/5/carton-g29bf69282_1280-min__1__itpr-g2.png,https://jcbdetal.ru/gidravlika/gidrotsilindry/gidrocilindr-povorota-koles-jcb/,Ram power trackrod,Гидроцилиндр поворота колес,Ram power trackrod,Гидроцилиндр поворота колес,Гидроцилиндр поворота колес,Гидроцилиндр поворота колес Ram power trackrod
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2272464,SJ320/41295U0420715,4CX 14HFCE,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
333-D1381-2,333/D1381 2,333/D1381,D320-3-3,2272464,SJ320/41295U0420715,4CX 14HFCE,3809,"MIDI CX, Centremount. Direct Control. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS, 4CXM, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. AWS, MIDI-CX, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. AWS",333/D1381 2,Руль JCB 3cx 4cx 5cx (Шлицевой),"Assembly steering wheel ABI inc, cap & plug",Руль от производителя JCB артикул 333/D1381. Подходит для моделей JCB 4CX.,A,https://jcbdetal.ru/images/thumbnails/475/388/detailed/4/333-D1381.jpg,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/rul-jcb-3cx-4cx-5cx-shlicevoy/,"Assembly steering wheel ABI inc, cap & plug",Руль (Шлицевой),Assembly steering wheel,Руль ,Руль,Руль Assembly steering wheel
333-D1381-2,333/D1381 2,333/D1381,D320-3-3,2272464,SJ320/41295U0420715,4CX 14HFCE,3810,"MIDI CX, Centremount. Direct Control. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS, 4CXM, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. AWS, MIDI-CX, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. AWS",333/D1381 2,Руль JCB 3cx 4cx 5cx новая модель,"Assembly steering wheel ABI inc, cap & plug","Руль новая модель артикул 332/G8146. Подходит для моделей JCB 3CX, JCB 4CX, JCB JS145W, JCB JS160W, JCB JS175W.",A,https://jcbdetal.ru/images/thumbnails/1064/870/detailed/4/332-G8146.jpg,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/rul-jcb-3cx-4cx-5cx-novaya-model/,"Assembly steering wheel ABI inc, cap & plug",Руль новая модель,Assembly steering wheel,Руль ,Руль,Руль Assembly steering wheel
162812,556/60417 2,556/60417,E470-1-2,2272464,SJ320/41295U0420715,4CX 14HFCE,2384,"Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. 2WS, Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS",556/60417 2,Гидроцилиндр телескопа JCB 3cx 4cx,Ram extending dipper 70 X 40,Гидроцилиндр рукояти экскаватора - погрузчика 3CX - 4CX. Служит для выдвижения телескопической рукояти на задней стреле. На машинах с фиксированной рукоятью не устанавливается.,A,https://jcbdetal.ru/images/thumbnails/427/350/detailed/4/556-60417.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-teleskopa-jcb-3cx-4cx/,Ram extending dipper 70 X 40,Гидроцилиндр телескопа,Ram extending dipper 70 X 40,Гидроцилиндр телескопа,Гидроцилиндр телескопа,Гидроцилиндр телескопа Ram extending dipper 70 X 40
559-60215-6,559/60215 6,559/60215,E445-1-4,2272464,SJ320/41295U0420715,4CX 14HFCE,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
332-F5436-1,332/F5436 1,332/F5436,B120-10-1,2177540,SH320/40532U2146613,531T70AG,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
458-M1916-1,458/M1916 1,458/M1916,F250-1-1,2177540,SH320/40532U2146613,531T70AG,1398,"535-95, 540-200, SD70, 550-170, 533-105, SD80, 541-70M, PD70, PD40, 526-56, 540-170, SD55, PD87, 541-70WM, 550-140, 536-60DS, 536-70AG+, SD40, 531-70WM, SD88, 540-140",458/M1916 1,Дифференциал,Differential Assembly,"Дифференциал 458/M1916. Подходит для моделей JCB 456, JCB 531-70, JCB 541-70. Запчасть имеет аналоги 458/10219, 448/56770.",A,https://jcbdetal.ru/images/thumbnails/350/287/detailed/5/WhatsApp_Image_2021-05-28_at_12.01.23-min_curv-14.jpeg,https://jcbdetal.ru/transmissiya/differencial-jcb/differencial/,Differential Assembly,Дифференциал,Differential Assembly,Дифференциал,Дифференциал,Дифференциал Differential Assembly
332-C2405-2,332/D4864 2,332/D4864,E330-5-1,2177540,SH320/40532U2146613,531T70AG,1003,".535-95 SWAY, 536-70, 527-58 T3, .533-105, 533-105, 541-70 SWAY, 550-80, 527-58 T3 FS, 506C HL, 535-95, 520-50 4WS, .536-70, 535P125, .531-70 SWAY, .536-60, .535-95, .541-70 SWAY, 541-70M, .531-70, 506C, 536-70AG+, 508C, 531-70WM, 535-140, 541-70WM, 520-40 4WS, 531-70, 535-95 SWAY, 536-60, 536-60DS, .535-125 HiViZ, 560-80, .541-70, 535-140 HiViZ, 541-70, .535-140 HiViZ, 527-58WM, 535-125 HiViZ, 526-56, 527-55 4WS, 531-70 SWAY, 524-50 4WS",332/D4864 2,Клапан,Valve Steer + Shocks,"Клапан артикул 332/D4864. Подходит для моделей JCB 527-55, JCB 527-58, JCB 531-70, JCB 541-70.",A,,https://jcbdetal.ru/remkomplekty/klapan-ru/,Valve,Клапан,Valve,Клапан,Клапан,Клапан Valve
332-C2405-2,332/D4864 2,332/D4864,E330-5-1,2177540,SH320/40532U2146613,531T70AG,1004,".535-95 SWAY, 536-70, 527-58 T3, .533-105, 533-105, 541-70 SWAY, 550-80, 527-58 T3 FS, 506C HL, 535-95, 520-50 4WS, .536-70, 535P125, .531-70 SWAY, .536-60, .535-95, .541-70 SWAY, 541-70M, .531-70, 506C, 536-70AG+, 508C, 531-70WM, 535-140, 541-70WM, 520-40 4WS, 531-70, 535-95 SWAY, 536-60, 536-60DS, .535-125 HiViZ, 560-80, .541-70, 535-140 HiViZ, 541-70, .535-140 HiViZ, 527-58WM, 535-125 HiViZ, 526-56, 527-55 4WS, 531-70 SWAY, 524-50 4WS",332/D4864 2,Клапан,Valve Steer + Shocks,"Клапан артикул 332/D4864. Подходит для моделей JCB 527-55, JCB 527-58, JCB 531-70, JCB 541-70.",A,https://jcbdetal.ru/images/thumbnails/624/510/detailed/5/Снимок-min_1rhx-4j.JPG,https://jcbdetal.ru/gidravlika/klapan-ru/,Valve,Клапан,Valve,Клапан,Клапан,Клапан Valve
448-00041-3,458/M1916 3,458/M1916,F150-30-1,2177540,SH320/40532U2146613,531T70AG,1395,"535-95, 540-200, SD70, 550-170, 533-105, SD80, 541-70M, PD70, PD40, 526-56, 540-170, SD55, PD87, 541-70WM, 550-140, 536-60DS, 536-70AG+, SD40, 531-70WM, SD88, 540-140",458/M1916 3,Дифференциал,Differential Assembly,"Дифференциал 458/M1916. Подходит для моделей JCB 456, JCB 531-70, JCB 541-70. Запчасть имеет аналоги 458/10219, 448/56770.",A,https://jcbdetal.ru/images/thumbnails/350/287/detailed/5/WhatsApp_Image_2021-05-28_at_12.01.23-min_curv-14.jpeg,https://jcbdetal.ru/transmissiya/differencial-jcb/differencial/,Differential Assembly,Дифференциал,Differential Assembly,Дифференциал,Дифференциал,Дифференциал Differential Assembly
128-14725-4,128/14725 4,128/14725,E490-4-4,2000320,SF320/40348U1185210,3CXCSM 4T,2561,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 4,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
128-14725-4,128/14725 4,128/14725,E490-4-4,2000320,SF320/40348U1185210,3CXCSM 4T,2566,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 6,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2000320,SF320/40348U1185210,3CXCSM 4T,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
128-P3561-1,128/P3561 1,128/P3561,B260-103-1,2000320,SF320/40348U1185210,3CXCSM 4T,792,"Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS",128/P3561 1,Сиденье оператора JCB,"Seat ABI cloth, suspension","Сиденье оператора в сборе артикул 128/P3561. Подходит для моделей JCB 3CX, JCB 4CX.",1,https://jcbdetal.ru/images/thumbnails/751/614/detailed/5/128_P3561.png,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/sidene-operatora-jcb/,"Seat ABI cloth, suspension",Сиденье оператора,"Seat ABI cloth, suspension",Сиденье оператора,Сиденье оператора,"Сиденье оператора Seat ABI cloth, suspension"
128-F9250-2,128/F8113 2,128/F8113,B170-3-2,2000320,SF320/40348U1185210,3CXCSM 4T,3974,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS",128/F8113 2,Решетка радиатора JCB 3cx,Grille assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille assembly,Решетка радиатора,Grille assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille assembly
559-60215-6,559/60215 6,559/60215,E445-1-4,2000320,SF320/40348U1185210,3CXCSM 4T,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
556-60400-1,556/60400 2,556/60400,E450-1-2,2000320,SF320/40348U1185210,3CXCSM 4T,3510,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 2,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
